Sanskrit_Romanized,Sanskrit_Devanagri,Extended_English_Translation
"ātmā jñātavya ity-ādi-vidhayas tv āruṇe sthitāḥ | 
bodhaṁ vidadhate brahmaṇy ajñānād bhrānta-cetasām ||11||","आत्मा ज्ञातव्य इत्य्-आदि-विधयस् त्व् आरुणे स्थिताः । 
बोधं विदधते ब्रह्मण्य् अज्ञानाद् भ्रान्त-चेतसाम् ||११||","11. The injunctions, such as ""The self has to be known"", etc., which are (all) found in the Arunas, enjoin (as duty the acquisition of) the knowledge relating to the Brahman on (all) those whose minds have been deluded by nescienee."
"syād etat kāmya-karmāṇi pratisiddhāni varjayan | 
vihitaṁ karma kurvāṇaḥ śuddhāntaḥ-karaṇaḥ pumān ||12||
svayam eva bhavej jñānī guru-vākyānapekṣayā | 
tad ayuktaṁ na vijñānaṁ karmabhiḥ kevalair bhavet ||13||","स्याद् एतत् काम्य-कर्माणि प्रतिसिद्धानि वर्जयन् । 
विहितं कर्म कुर्वाणः शुद्धान्तः-करणः पुमान् ||१२||
स्वयम् एव भवेज् ज्ञानी गुरु-वाक्यानपेक्षया । 
तद् अयुक्तं न विज्ञानं कर्मभिः केवलैर् भवेत् ||१३||","12-13. It may be so. (But it may be said that) a person, who, after giving up such works as have (selfish) objects of desire in view, and also such (other works) as are prohibited in the scriptures, performs the works which are enjoined in the scriptures, has the internal organ (of the soul) purified, and (thereby) becomes of himself the knower (of the Brahman), without requiring any language (of instruction) from a spiritual preceptor. This (view) is not right. (The true) knowledge (of philosophic reality) cannot be obtained by means of mere works."
"guru-prasāda-janyaṁ hi jñānam ity uktam āruṇaiḥ | 
pratyak pravaṇatāṁ buddheḥ karmāṇy utpādya śaktitaḥ ||14||
kṛtārthānyas tam āyānti prāvṛḍ-ante ghanā iva | 
pratyak-pravaṇa-buddhes tu brahma-jñānādhikāriṇaḥ ||15||
syād eva brahma-jijñāsā tat tvam asy ādibhir guroḥ | 
tat tvam asy ādi vākyaugho vyākhyāto hi punaḥ punaḥ ||16||","गुरु-प्रसाद-जन्यं हि ज्ञानम् इत्य् उक्तम् आरुणैः । 
प्रत्यक् प्रवणतां बुद्धेः कर्माण्य् उत्पाद्य शक्तितः ||१४||
कृतार्थान्यस् तम् आयान्ति प्रावृड्-अन्ते घना इव । 
प्रत्यक्-प्रवण-बुद्धेस् तु ब्रह्म-ज्ञानाधिकारिणः ||१५||
स्याद् एव ब्रह्म-जिज्ञासा तत् त्वम् अस्य् आदिभिर् गुरोः । 
तत् त्वम् अस्य् आदि वाक्यौघो व्याख्यातो हि पुनः पुनः ||१६||","14-16. Indeed that is declared in the Arunas to be (true) knowledge, which is born (in the pupil) through the kindly favour of the spiritual teacher (bestowed in the way of appropriate instruction). Works give by means or (their own) power an in-bent leaning to the mind : and (then) having (thus) fulfilled (their) purpose, they disappear like clouds at the end of the rainy season. In the case of him, however, whose mind is bent inwards, and who is (thus) qualified to receive the knowledge of the Brahman; the enquiry into (the nature of) the Brahman is certainly induced by means of -- ""That thou art"" -- and other such (sentences in the teaching) of the spiritual preceptor. The collection of sentences, consisting of --""That thou art"" -- and other such (sentences), has indeed been commented upon (by various  teachers) over and over again."
"gurv-anugraha-hīnasya nātmā samyak prakāśate | 
ātmāvidyānimittotthaḥ prapañcaḥ pāñcabhautikaḥ ||17||","गुर्व्-अनुग्रह-हीनस्य नात्मा सम्यक् प्रकाशते । 
आत्माविद्यानिमित्तोत्थः प्रपञ्चः पाञ्चभौतिकः ||१७||","17. The self (atman) does not manifest itself to him who is destitute of the kindly favour of the spiritual preceptor. The universe, whioh is made up of the five elements, is produced out of the cause consisting of nescience (avidya) as appertaining to the self (atman)."
"nivartate yathā tucchaṁ śarīra-bhuvanātmakam | 
tathā brahma-vivartaṁ tu vijñeyam akhilaṁ jagat ||18||","निवर्तते यथा तुच्छं शरीर-भुवनात्मकम् । 
तथा ब्रह्म-विवर्तं तु विज्ञेयम् अखिलं जगत् ||१८||","18. The whole world has to be realized as forming an illusory manifestation of the Brahman (constituting its basis), so that (in consequence) the unreality consisting of the body and the (outer) world goes away (at once and altogether from the vision of the truth-perceiving soul)."
"vedāntoktātma-vijñāna-viparīta-matis tu yā | 
ātmany avidyā sānādiḥ sthūla-sūkṣmātmanā sthitā ||19||","वेदान्तोक्तात्म-विज्ञान-विपरीत-मतिस् तु या । 
आत्मन्य् अविद्या सानादिः स्थूल-सूक्ष्मात्मना स्थिता ||१९||",19. The nescienee in respect of the self (atman) is that view (of things) which is contrary to the true knowledge of the (nature of the) self as declared in the Vedanta; and that (nescience) is beginningless and exists in a gross as well as in a subtle form.
"ātmanaḥ khaṁ tato vāyur vāyor agnis tato jalam | 
jalāt pṛthivy abhūd bhūmer vrīhy-ādy-auṣadhayo'bhavan ||20||","आत्मनः खं ततो वायुर् वायोर् अग्निस् ततो जलम् । 
जलात् पृथिव्य् अभूद् भूमेर् व्रीह्य्-आद्य्-औषधयोऽभवन् ||२०||",20. From the atman (self) came forth the element of ether (akasa); from this the air (came forth) ; from the air the fire (came forth) ; from this (fire} water (came forth) ; from water the earth came into existence; and from the earth arose the paddy plant and other such plants.
"auṣadhibhyo'nnam annāt tu puruṣaḥ pañca-kośavān | 
apañcīkṛta-tanmātraḥ sūkṣma-bhūtātmako janaḥ ||21||
sthūlībhavatī tad bhedas tiryaṅ-nara-surātmakaḥ | 
dharmādhikye tu devatvaṁ tiryaktvaṁ syād adharmataḥ ||22||
tayoḥ sāmye manuṣyatvam iti tredhā tu karmabhiḥ | 
tvag-asṛṅ-māṁsa-medo'sthi-majjā-śukrāṇi dhātavaḥ ||23||
saptānna-pariṇāmāḥ syuḥ puṁ-strītvam api na svataḥ | 
śukrādhikye pumān garbhe raktādhikye vadhūs tathā ||24||
napuṁsakaṁ tayoḥ sāmye mātuḥ sañjāyate sadā | 
majjāsthi-snāyavaḥ śukrād raktāt tvaṅ-māṁsa-śoṇitāḥ ||25||
ṣaṭ-kośākhyaṁ bhaved etat pitur mātus trayaṁ trayam | 
bubhukṣā ca pipāsā ca śoka-mohau jarā-mṛtau ||26||
ṣaḍ-ūrmayaḥ prāṇa-buddhi-deheṣu syād dvayaṁ dvayam | 
ātmatvena bhramanty atra vādinaḥ kośa-pañcake ||27||","औषधिभ्योऽन्नम् अन्नात् तु पुरुषः पञ्च-कोशवान् । 
अपञ्चीकृत-तन्मात्रः सूक्ष्म-भूतात्मको जनः ||२१||
स्थूलीभवती तद् भेदस् तिर्यङ्-नर-सुरात्मकः । 
धर्माधिक्ये तु देवत्वं तिर्यक्त्वं स्याद् अधर्मतः ||२२||
तयोः साम्ये मनुष्यत्वम् इति त्रेधा तु कर्मभिः । 
त्वग्-असृङ्-मांस-मेदोऽस्थि-मज्जा-शुक्राणि धातवः ||२३||
सप्तान्न-परिणामाः स्युः पुं-स्त्रीत्वम् अपि न स्वतः । 
शुक्राधिक्ये पुमान् गर्भे रक्ताधिक्ये वधूस् तथा ||२४||
नपुंसकं तयोः साम्ये मातुः सञ्जायते सदा । 
मज्जास्थि-स्नायवः शुक्राद् रक्तात् त्वङ्-मांस-शोणिताः ||२५||
षट्-कोशाख्यं भवेद् एतत् पितुर् मातुस् त्रयं त्रयम् । 
बुभुक्षा च पिपासा च शोक-मोहौ जरा-मृतौ ||२६||
षड्-ऊर्मयः प्राण-बुद्धि-देहेषु स्याद् द्वयं द्वयम् । 
आत्मत्वेन भ्रमन्त्य् अत्र वादिनः कोश-पञ्चके ||२७||","21-27. From plants (came forth) food; from food came forth man with (his) five soul-sheaths. The creature, who is made up of the subtle elements, and in whom the rudimentary elemental principles have not been separated through analysis, becomes grossifled (in the course of creation) ; and beasts, men and gods constitute (only) varieties of such (created beings). On the preponderance of virtue (in one's karma), the condition of god (arises in relation to one) : through unrighteousness (in one's karma), the condition of beast (is brought about) : on these two things (virtue and unrighteousness) being equal (in one's karma), the condition of man (is produced). Thus indeed are (the creatures) of three kinds, in accordance with (their) karmas. The skin, the blood, the flesh, the fat, the bone, the marrow of bone, and the semen -- these seven constituents of the body are (all) modifications of food. Masculinity and femininity also are not self-evolved. A male is invariably born, when there is a preponderance or the (power of the) semen in the womb (of the mother) ; a female (is born) when similarly there is a preponderance of (the power of) the uterine blood; and the (neither-male-nor-female) transgender (is born), when there is an equality of those two things. The marrow of bone, the bone and the sinew (in the child) are produced out of the semen (of the male parent) ; the skin, the flesh and the blood (in the child) are produced out of the uterine blood (of the female parent). These are called the six vestures (of the body), of which (the first) three are due to the father, and (the other) three to the mother. Hunger and thirst, sorrow and delusion, old age and death, these are the six waves (of infirmity) to be found as two and two -- in life, in the mind, and in the body (respectively). (Many) philosophic controversialists mistakenly entertain the notion of the soul here in relation to the five sheaths (of the soul)."
"anna-prāṇa-mano-jñāna-mayāḥ kośās tathātmanaḥ | 
ānanda-maya-kośaś ca pañca-kośā itīritāḥ ||28||","अन्न-प्राण-मनो-ज्ञान-मयाः कोशास् तथात्मनः । 
आनन्द-मय-कोशश् च पञ्च-कोशा इतीरिताः ||२८||","28. The annamaya-kosa, the pranamaya-kosa, the manomaya­kosa, the vijnanamaya-kosa, and similarly the anandamaya-kosa are (together) declared to be the five sheaths of the soul."
"mayaṅ-vikāre vihita ity ānandamayo'bhyasan | 
gṛhṇāty anna-mayātmānaṁ dehaṁ lokāyataḥ khalu ||29||","मयङ्-विकारे विहित इत्य् आनन्दमयोऽभ्यसन् । 
गृह्णात्य् अन्न-मयात्मानं देहं लोकायतः खलु ||२९||","29. Since the affix 'maya' is (here) used in the sense of modification, (we have) the anandamaya repeated (again and again in the context in the scripture concerned). The Lokayata indeed accepts the body, which is (merely) that (kind of) self which is annamaya (or what is made up of food)."
"dehaiḥ parimitaṁ prāṇam ayam ārahatā viduḥ | 
vijñāna-mayam ātmānaṁ bauddhā gṛhṇanti nāparam ||30||","देहैः परिमितं प्राणम् अयम् आरहता विदुः । 
विज्ञान-मयम् आत्मानं बौद्धा गृह्णन्ति नापरम् ||३०||","30. The Arhatas understand the self to be the body-bounded pranamaya (or that which consists of life), The Bauddhas accept the self which is vijnanamaya (or what consists of consciousness) : but (they all accept) nothing beyond."
"ānandamayam ātmānaṁ vaidikāḥ kecid ūcire | 
ahaṁ-kārātma-vādī tu prāha prāyo mano-mayam ||31||","आनन्दमयम् आत्मानं वैदिकाः केचिद् ऊचिरे । 
अहं-कारात्म-वादी तु प्राह प्रायो मनो-मयम् ||३१||","31. Some believers in the Vedas speak of the self as the anandamaya ( or what consists of bliss). He, however, who declares that the material principle of egoity is the self, generally says that it is the manomaya (or what consists of the manas)"
"kartṛtvādibhir aspṛṣṭo grāhya anyathāvin-mate | 
kartṛtvaṁ karma-kāṇḍasthair devatā-kāṇḍam āśritaiḥ ||32||
avaśyāśrayaṇīyaṁ hi nānyathā karma sidhyati | 
vasante brāhmaṇo'trāgnīn ādadhīteti vai vidhau ||33||
deho vātma-viśiṣṭo vā ko'dhikārī tu karmaṇi | 
acetanatvād dehasya svarga-kāmādy-asambhavāt ||34||
na jāghaṭīti kartṛtvaṁ nāśitvāt tatra karmaṇi | 
ātmano brāhmaṇatvādi-jātir eva na vidyate ||35||
jāti-varṇāśramāvasthā-vikārebhyo'pi so'paraḥ | 
viśiṣṭo nāparaḥ kaścid vidyate deha-dehinoḥ ||36||","कर्तृत्वादिभिर् अस्पृष्टो ग्राह्य अन्यथाविन्-मते । 
कर्तृत्वं कर्म-काण्डस्थैर् देवता-काण्डम् आश्रितैः ||३२||
अवश्याश्रयणीयं हि नान्यथा कर्म सिध्यति । 
वसन्ते ब्राह्मणोऽत्राग्नीन् आदधीतेति वै विधौ ||३३||
देहो वात्म-विशिष्टो वा कोऽधिकारी तु कर्मणि । 
अचेतनत्वाद् देहस्य स्वर्ग-कामाद्य्-असम्भवात् ||३४||
न जाघटीति कर्तृत्वं नाशित्वात् तत्र कर्मणि । 
आत्मनो ब्राह्मणत्वादि-जातिर् एव न विद्यते ||३५||
जाति-वर्णाश्रमावस्था-विकारेभ्योऽपि सोऽपरः । 
विशिष्टो नापरः कश्चिद् विद्यते देह-देहिनोः ||३६||","32-36. According to the view of those, who truly know the self, the self has to be understood to be untouched by the quality of being the agent and by (all) other (such qualities). The agentship of the self has to be inevitably accepted by those who take their stand on that section of the scriptures which deals with ritualistic works (karmakanda), as well as by those who rely upon that section which deals with deities (devatokanda) : for, otherwise, no (ritual) work can be carried out successfully (by them). In relation to the injunction -- ""The Brahmin should kindle the (sacrificial) fires here in the spring (season)"" -- who is it that is entitled to (perform) the (enjoined) work, is it the (Brahmin's) body (in itself), or (is it the body) as in association with the soul? Seeing that, as the body is non-intelligent, it is impossible for it to have the desire for the attainment of svarga (the celestial world of enjoyments), and seeing also that (the body) is subject to be destroyed, it is not possible for it to be the agent in relation to this (kind of) work. The soul does not at all possess the characteristics of Brahmin-hood and of other such class-distinctions. That (viz., the soul) is (really) apart from class-divisions, caste, estates of life, conditions of age, and (all other such distinguishing) differences. There is (moreover) nothing other than (both) the body and the soul, which is (specially) qualified (to be the agent in relation to such ritualistic works)."
"ataḥ kālpanikaḥ kartā vijñeyas tatra karmaṇi | 
neti nety ucyamāne tu pañca-kośe krameṇa yaḥ ||37||
bhāsate tat-paraṁ brahma syād avidyā tato'nyathā | 
ātma-svarūpam ācchādya vikṣepān sā karoty alam ||38||","अतः काल्पनिकः कर्ता विज्ञेयस् तत्र कर्मणि । 
नेति नेत्य् उच्यमाने तु पञ्च-कोशे क्रमेण यः ||३७||
भासते तत्-परं ब्रह्म स्याद् अविद्या ततोऽन्यथा । 
आत्म-स्वरूपम् आच्छाद्य विक्षेपान् सा करोत्य् अलम् ||३८||","37-38. Therefore the agent in relation to this (kind of) action has to be understood to be (some) hypothetical being (of some kind). That which shines forth, after (all) the five sheaths of the soul are one after another declared to be ""no--no"", that is the supreme Brahman. What is other than that has to be nescience (avidya). That (nescience) covers up (and conceals) the true nature of the self, and (thereby) gives rise to an abundance of (its) illusory projections."
"ahaṅkārākhya-vikṣepaḥ kāmāt karma-phalaṁ sadā | 
mūla-bhūto'khila-bhrānter bibhrāṇo duḥkha-santatim ||39||
vyavahārān karoty uccaiḥ sarvān laukika-vaidikān | 
mātṛ-māna-prameyādi-bhinnān sarvasya satyavat ||40||","अहङ्काराख्य-विक्षेपः कामात् कर्म-फलं सदा । 
मूल-भूतोऽखिल-भ्रान्तेर् बिभ्राणो दुःख-सन्ततिम् ||३९||
व्यवहारान् करोत्य् उच्चैः सर्वान् लौकिक-वैदिकान् । 
मातृ-मान-प्रमेयादि-भिन्नान् सर्वस्य सत्यवत् ||४०||","39-40. The illusory projection known as egoity is always productive (the bondage of) karma through desire. (It) is the root of all (our cosmic) illusion, and carries (with itself) the association of misery : and in relation to all (persons), it, distinctly gives rise (further) to all those worldly and Vedic expressions of (common) experience, wherein there are differentiations of tho knower, the means of knowledge, the object of knowledge, etc., as though (a11 these illusory differentiations were) true."
"niṣkriyasya tv asaṅgasya cin-mātrasyātmanaḥ khalu | 
svato na vyavahāro'yaṁ sambhavaty anapekṣiṇaḥ ||41||","निष्क्रियस्य त्व् असङ्गस्य चिन्-मात्रस्यात्मनः खलु । 
स्वतो न व्यवहारोऽयं सम्भवत्य् अनपेक्षिणः ||४१||","41. Surely in relation to the self, which is actionless and associationless, and is (moreover) the independent and undesiring consciousness itself, this (manner of the) expression of experience cannot (indeed) take place of itself."
"jaḍaś cetaty ahaṅkāraś caitanyādhyāsanād dhruvam | 
anya-vastv-antarādhyāsād ātmānyatvena bhāsate ||42||","जडश् चेतत्य् अहङ्कारश् चैतन्याध्यासनाद् ध्रुवम् । 
अन्य-वस्त्व्-अन्तराध्यासाद् आत्मान्यत्वेन भासते ||४२||","42. It is certain that the non-intelligent egoity, which has consciousness (merely) super-imposed upon it, behaves (in consequence) as if it were (itself) conscious (and intelligent). Through the super-imposition of something else, which is other (than itself), the self shines forth as though it were (really) other (than itself)."
"idam aṁśo dvidhābhūtas tatra prāṇaḥ kriyāśrayaḥ | 
jñānādhāro'paro buddhir mana ity aṁśa īritaḥ ||43||","इदम् अंशो द्विधाभूतस् तत्र प्राणः क्रियाश्रयः । 
ज्ञानाधारोऽपरो बुद्धिर् मन इत्य् अंश ईरितः ||४३||","43. That thing, (namely, our body) which is pointed to by the word 'this', consists of two parts. Of these the prana (or life) is the basis of (our) activities ; the other thing which is spoken of as intellect and manas is the basis of knowledge."
"tasya ceṣṭādayo'pīṣṭāḥ prāṇādyāḥ pañca vāyavaḥ | 
karaṇādyāḥ kriyā-bheda-vāg-ādi-dvārakās tathā ||44||","तस्य चेष्टादयोऽपीष्टाः प्राणाद्याः पञ्च वायवः । 
करणाद्याः क्रिया-भेद-वाग्-आदि-द्वारकास् तथा ||४४||","44. Physical movements and other such things, the five vital airs beginning with the prana (which is the principal vital air), and the instrumental organs (of sense and activity), etc., which form (as it were) the door-way to various kinds of activity such as speaking, etc., -- all these may be accepted (as attributes) in relation to that (body)."
"dvidhāntaḥkaraṇaṁ buddhir manaḥ kārya-vaśād iha | 
ātmaiva kevalaḥ sākṣād ahaṁ-buddhau tu bhāti cet ||45||
kṛśo'smīti matau bhāti kevalo neti tad vada | 
kṛśādayo'tra dṛśyatvān nātma-dharmā yathā matāḥ ||46||
mukhādayo'pi dehasthā nātma-dharmās tathaiva ca | 
mātṛ-māna-prameyebhyo bhinna ātmātma-vin-mate ||47||","द्विधान्तःकरणं बुद्धिर् मनः कार्य-वशाद् इह । 
आत्मैव केवलः साक्षाद् अहं-बुद्धौ तु भाति चेत् ||४५||
कृशोऽस्मीति मतौ भाति केवलो नेति तद् वद । 
कृशादयोऽत्र दृश्यत्वान् नात्म-धर्मा यथा मताः ||४६||
मुखादयोऽपि देहस्था नात्म-धर्मास् तथैव च । 
मातृ-मान-प्रमेयेभ्यो भिन्न आत्मात्म-विन्-मते ||४७||","45-47. In consequence of (the variation in) function, the internal organ here is of two kinds (consisting of) the intellect (buddhi) and manas (the faculty of attention). If it be held that it is the pure and simple atman (or self) which directly shines out in the idea of I-ness (or egoity ), then tell me whether, in the idea --' I am lean,' (that self is apprehended as) pure and simple or not. Just as ' lean ' and other such (attributes) are not, owing to their perceivability, considered to be the attributes of the atman (self), so also indeed pleasure and such other things, which are (all) found (to exist altogether) in the body, cannot be the attributes of the atman. According to the view of those who (truly) know the atman, the atman is (entirely) distinct from the knower, the means of knowledge, and the object of knowledge."
"tathaiva copapādyaḥ syān nirasya para-vādinaḥ | 
anātmā viṣayaś ceti pratipādyo na kasyacit ||48||","तथैव चोपपाद्यः स्यान् निरस्य पर-वादिनः । 
अनात्मा विषयश् चेति प्रतिपाद्यो न कस्यचित् ||४८||","48. After discarding (all) those philosophical controversialists who declare otherwise, (the atman) has to be explained (to all) in this very manner. (But) to no one should it be taught that the not-self is (that which forms) the object of perception."
"ghaṭo'ham iti kasyāpi pratipatter abhāvataḥ | 
rūpādimattvād dṛśyatvāj jaḍatvād bhautikatvataḥ ||49||
annavac cādanīyatvāt śvāder nātmā kalevaram | 
dehato vyatirekeṇa caitanyasya prakāśanāt ||50||","घटोऽहम् इति कस्यापि प्रतिपत्तेर् अभावतः । 
रूपादिमत्त्वाद् दृश्यत्वाज् जडत्वाद् भौतिकत्वतः ||४९||
अन्नवच् चादनीयत्वात् श्वादेर् नात्मा कलेवरम् । 
देहतो व्यतिरेकेण चैतन्यस्य प्रकाशनात् ||५०||","49-50. Because no one (ever) has the cognition -- ""I am a pot""; because (the body) is possessed of form (or colour) and such other (qualities) ; because (it) is perceivable, non-intelligent and made up of the (material) elements; because also (it) is fit to be eaten as food by dogs and other such (animals) ; and because (again) consciousness shines forth (always) in contradistinction from the body -- the body is not the self (atman)."
"atas tv annamayo deho nātmā lokāyateritaḥ | 
prāṇo'py ātmā na vāyutvāj jaḍatvād bāhya-vāyuvat ||51||","अतस् त्व् अन्नमयो देहो नात्मा लोकायतेरितः । 
प्राणोऽप्य् आत्मा न वायुत्वाज् जडत्वाद् बाह्य-वायुवत् ||५१||","51. Therefore the body which is (merely) annamaya (or made up of food) cannot be the atman as the Lokayatas declare. The prana (or the principal vital air) also cannot be the atman, because it is aerial and non-intelligent like the external air (of the atmosphere)."
"indriyāṇi na cātmā syāt karaṇatvāt pradīpavat | 
cañcalatvān mano nātmā suṣuptau tad-asambhavāt ||52||","इन्द्रियाणि न चात्मा स्यात् करणत्वात् प्रदीपवत् । 
चञ्चलत्वान् मनो नात्मा सुषुप्तौ तद्-असम्भवात् ||५२||","52. The senses also cannot be the atman, because they are, like a lamp, (mere) instruments (in aid) of knowledge. The manas (faculty of attention) is not the atman, because it is unsteady and does not exist during dreamless sleep."
