Sanskrit_Romanized,Sanskrit_Devanagri,Extended_English_Translation
"vedanā-skandha ity uktaḥ saṁjñā-skandhas tu nāma yat | 
rūpa-skandho bhavaty atra mūrti-bhūtasya saṁhatiḥ ||12||","वॆदना-स्कन्ध इत्य् उक्तः संज्ञा-स्कन्धस् तु नाम यत् । 
रूप-स्कन्धॊ भवत्य् अत्र मूर्ति-भूतस्य संहतिः ||१२||",12. The samjna-skandha (or the symbol-aggregate) is (made up of) what happens to be 'name'. The rupa-skandha (or perception-aggregate) here is the collection of (all perceivable) embodied beings.
"rūpasyopacayaḥ stambha-kumbhādir aṇu-kalpitaḥ | 
pṛthivyāḥ sthairya-rūpādi dravatvādi bhaved apām ||13||","रूपस्यॊपचयः स्तम्भ-कुम्भादिर् अणु-कल्पितः । 
प्ड़्थिव्याः स्थैर्य-रूपादि द्रवत्वादि भवॆद् अपाम् ||१३||","13. Pillars, pots, etc., which are all aggregates of embodied things, are made up of atoms. (The qualities of) solidity, shape, ete., belong to (the element of) earth; and fluidity, etc., belong to (the element of) water."
"uṣṇatvaṁ tejaso dhātor vāyu-dhātos tu śītatā | 
eṣāṁ caturṇāṁ dhātūnāṁ varṇa-gandha-rasaujasām ||14||","उष्णत्वं तॆजसॊ धातॊर् वायु-धातॊस् तु शीतता । 
ऎषां चतुर्णां धातूनां वर्ण-गन्ध-रसौजसाम् ||१४||","14. Heat belongs to the element of light, and cold to the element of air. From the putting together of colour, smell, taste, and heat, as (they) appertain to these four elements (above-mentioned), the earth, etc., are produced;"
"piṇḍāj jātāḥ pṛthivy-ādyāḥ paramāṇu-cayā amī | 
śrotraṁ tvak cakṣuṣī jihvā ghrāṇaṁ pratyaya-pañcakam ||15||","पिण्डाज् जाताः प्ड़्थिव्य्-आद्याः परमाणु-चया अमी । 
श्रॊत्रं त्वक् चक्षुषी जिह्वा घ्राणं प्रत्यय-पञ्चकम् ||१५||","15. and they (above items) are all aggregates of ultimate atoms.  The ear, the skin, the eyes, the tongue, and the nose are the five organs of knowledge."
"vāk-pāda-pāṇi-pāyv-ādi jñeyaṁ kāraka-pañcakam | 
sāmudāyika-caitanyaṁ buddhiḥ syāt karaṇaṁ manaḥ ||16||","वाक्-पाद-पाणि-पाय्व्-आदि ज्ञॆयं कारक-पञ्चकम् । 
सामुदायिक-चैतन्यं बुद्धिः स्यात् करणं मनः ||१६||","16. (The organ of) speech, the feet, the hands, the anus, etc., are known as the five organs of action. The consciousness which is embodied in a collection (of atoms) is intelligence; and the manas is (its peculiar) instrument (for experiencing pain, pleasure, etc.)."
"nāma-jāti-guṇa-dravya-kriyā-rūpeṇa pañcadhā | 
kalpitaṁ bhrānta-dṛṣṭyaiva śarīra-bhuvanātmakam ||17||","नाम-जाति-गुण-द्रव्य-क्रिया-रूपॆण पञ्चधा । 
कल्पितं भ्रान्त-द्ड़्ष्ट्यैव शरीर-भुवनात्मकम् ||१७||","17. (What is here taken as) the body, which is the same as the world, is, through deluded vision, imagined to be (of a) five fold (composition), consisting of name, class (or genus), quality, substance, and action."
"bauddha-śāstra-prameyaṁ tu pramāṇaṁ dvividhaṁ matam | 
kalpanāpoḍham abhrāntaṁ pratyakṣaṁ kalpanā punaḥ ||18||","बौद्ध-शास्त्र-प्रमॆयं तु प्रमाणं द्विविधं मतम् । 
कल्पनापॊढम् अभ्रान्तं प्रत्यक्षं कल्पना पुनः ||१८||","18. The criterion of truth as defined in the scriptures of the Bauddhas is held to be of two kinds. That is direct perception (properly), which is free from super-imposition and is undeluded."
"nāma-jāti-guṇa-dravya-kriyā-rūpeṇa pañcadhā | 
liṅga-darśanato jñānaṁ liṅginy atrānumānatā ||19||","नाम-जाति-गुण-द्रव्य-क्रिया-रूपॆण पञ्चधा । 
लिङ्ग-दर्शनतॊ ज्ञानं लिङ्गिन्य् अत्रानुमानता ||१९||","19. The super-imposition (here thought of) is, however, of five kinds, consisting of name, class, quality, substance, and action (respectively). Here (according to the Bauddhas), the nature of logical inference consists in (arriving at) the knowledge of what is characterised by the sign by means of the direot perception of (merely) the sign (itself)."
"caturvidhaṁ yad ajñānaṁ pramāṇābhyāṁ nivartate | 
naṣṭe caturvidhe’jñāne mūlājñānaṁ nivartate ||20||","चतुर्विधं यद् अज्ञानं प्रमाणाभ्यां निवर्ततॆ । 
नष्टॆ चतुर्विधॆऽज्ञानॆ मूलाज्ञानं निवर्ततॆ ||२०||","20. Ignorance, which is of four kinds, is removed by means of these two criteria of truth (perception and inference). When (this) fourfold ignorance is destroyed, then the basic ignorance (relating to the common phenomenal apprehension of the universe) departs (as well)."
"mūlājñāna-nivṛttau ca viśuddha-jñāna-santatiḥ | 
śuddha-buddhy-aviśeṣo hi mokṣo buddha-munīritaḥ ||21||","मूलाज्ञान-निव्ड़्त्तौ च विशुद्ध-ज्ञान-सन्ततिः । 
शुद्ध-बुद्ध्य्-अविशॆषॊ हि मॊक्षॊ बुद्ध-मुनीरितः ||२१||","21. When (this) basic ignorance ceases to be, (then) there arises a continuous flow of faultless states of consciousness; and final deliverance is declared by the sage Buddha to be nothing other than (such a flow of) faultless states of consciousness."
"utpatti-sthiti-bhaṅga-doṣa-rahitāṁ sarvāśayonmūlinīṁ | 
grāhotsarga-viyoga-yoga-janitāṁ nābhāva-bhāvānvitām | 
tām anta-dvaya-varjitāṁ nirupamām ākāśavan nirmalāṁ | 
prajñāṁ pāramitāṁ dhanasya jananīṁ śṛṇvantu buddhy-arthinaḥ ||22||","उत्पत्ति-स्थिति-भङ्ग-दॊष-रहितां सर्वाशयॊन्मूलिनीं । 
ग्राहॊत्सर्ग-वियॊग-यॊग-जनितां नाभाव-भावान्विताम् । 
ताम् अन्त-द्वय-वर्जितां निरुपमाम् आकाशवन् निर्मलां । 
प्रज्ञां पारमितां धनस्य जननीं श्ड़्ण्वन्तु बुद्ध्य्-अर्थिनः ||२२||","22. O ye, who are desirous of (attaining) true knowledge, listen to that supreme wisdom, which is free from the defects associated with birth, continuance and death, (that wisdom) which tears to the roots all attachments (giving rise to the bondage of karma) and is produced through (the living of) such (a life of) yoga as is characterised by the giving up of (all) likes and dislikes -- (listen to that) supreme wisdom which is neither correlated to existence nor to non-existence, (to that) which is free from all intrinsic duality and is unequalled, (to that) which is pure like the firmament (on high) and is the source of (all) wealth -- (listen  to that)."
"atistuti-parair ukto yas tu vaiśeṣikādibhiḥ | 
īśvaro neṣyate’smābhiḥ sa nirākriyate’dhunā ||23||","अतिस्तुति-परैर् उक्तॊ यस् तु वैशॆषिकादिभिः । 
ईश्वरॊ नॆष्यतॆऽस्माभिः स निराक्रियतॆऽधुना ||२३||","23. The Divine Lord, who has been declared (to exist) by the Vaisesikas and others, whose aim is (merely to indulge in) excessive flattery, is not admitted by us. Now, He is disproved (by us thus)."
"heyopādeyam arthaṁ ca mokṣopāyaṁ ca vetti yaḥ | 
sa eva naḥ pramāṇaṁ syān na sarvajñas tvayeritaḥ ||24||","हॆयॊपादॆयम् अर्थं च मॊक्षॊपायं च वॆत्ति यः । 
स ऎव नः प्रमाणं स्यान् न सर्वज्ञस् त्वयॆरितः ||२४||","24. He who knows the truth regarding what is (morally) worthy of acceptance and what worthy of rejection, and also knows the means for the attainment of final deliverance, he alone is our authority, (but) not that Omniscient Being who is  mentioned by you."
"dūraṁ paśyatu vā mā vā tattvam iṣṭaṁ prapaśyatu | 
pramāṇaṁ dūra-darśī ced vayaṁ gṛdhnān upāsmahe ||25||","दूरं पश्यतु वा मा वा तत्त्वम् इष्टं प्रपश्यतु । 
प्रमाणं दूर-दर्शी चॆद् वयं ग्ड़्ध्नान् उपास्महॆ ||२५||","25. A man may 'see' things at a distance, or he may not. He may very well 'see' the truth he wishes (to see). If he who can see far is to be (our) authority, then we (may as well) worship eagles (which are known to be able to see very far)."
"deśe pipīlikādīnāṁ saṅkhyājñaḥ kaścid asti kim | 
sarva-kartṛtvam īśasya kathitaṁ nopapadyate ||26||","दॆशॆ पिपीलिकादीनां सङ्ख्याज्ञः कश्चिद् अस्ति किम् । 
सर्व-कर्त्ड़्त्वम् ईशस्य कथितं नॊपपद्यतॆ ||२६||","26. Is there any one who knows the number of ants, etc., in a country? The creatorship of all things, which is declared by you to belong to the Divine Lord, is not (logically) maintainable."
"yadi syāt sarva-kartāsāv adharme’pi pravartayet | 
ayuktaṁ kārayan lokān kathaṁ yukte pravartayet ||27||","यदि स्यात् सर्व-कर्तासाव् अधर्मॆऽपि प्रवर्तयॆत् । 
अयुक्तं कारयन् लॊकान् कथं युक्तॆ प्रवर्तयॆत् ||२७||","27. If He be the agent in relation to (the production of) all things, then He leads men to the practice of unrighteousness (also). (Thus) urging men to do what is improper, how can He lead them to do (only) that which is proper?"
"upekṣaiva ca sādhūnāṁ yuktāsādhau kriyā bhavet | 
na kṣata-kṣāra-vikṣepaḥ sādhūnāṁ sādhu-ceṣṭitam ||28||","उपॆक्षैव च साधूनां युक्तासाधौ क्रिया भवॆत् । 
न क्षत-क्षार-विक्षॆपः साधूनां साधु-चॆष्टितम् ||२८||","28. In relation to him who is bad, indifference should be the proper attitude to be mantained by those who are good. (Surely) it is not a good deed on the part of the good to put salt into a cut wound."
"īśvareṇaiva śāstrāṇi sarvāṇy adhikṛtāni cet | 
kathaṁ pramāṇaṁ tad vākyaṁ pūrvāpara-parāhatam ||29||","ईश्वरॆणैव शास्त्राणि सर्वाण्य् अधिक्ड़्तानि चॆत् । 
कथं प्रमाणं तद् वाक्यं पूर्वापर-पराहतम् ||२९||","29. If the Divine Lord Himself is the authoritative producer of all (your) religious scriptures, how can His language, wherein the former part is contradicted by the latter, prove authoritative?"
"kārayed dharma-mātraṁ ced eka-śāstra-pravartakaḥ | 
kathaṁ prādeśikasyāsya sarva-kartṛtvam ucyate ||30||","कारयॆद् धर्म-मात्रं चॆद् ऎक-शास्त्र-प्रवर्तकः । 
कथं प्रादॆशिकस्यास्य सर्व-कर्त्ड़्त्वम् उच्यतॆ ||३०||","30. If He induces men to do only that which is virtuous, then He becomes the promulgator of only one (kind of) scripture. How (then) can the creatorship of all things be predicated of Him who is (thus) effective (only) in part?"
"īśaḥ prayojanākāṅkṣī jagat sṛjati vā na vā | 
kāṅkṣate ced asampūrṇo no cen naiva pravartate ||31||","ईशः प्रयॊजनाकाङ्क्षी जगत् स्ड़्जति वा न वा । 
काङ्क्षतॆ चॆद् असम्पूर्णॊ नॊ चॆन् नैव प्रवर्ततॆ ||३१||","31. Does the Lord create the world with some profitable object in view, or (does He do it) without any such (object)? If He desires (any advantage to Himself), then He is imperfect. If He does not, He need not take up the work (of creation) at all."
"pravartate kim īśas te bhrāntavan niṣprayojane | 
chāgādīnāṁ purīṣāder vartulīkaraṇena kim ||32||","प्रवर्ततॆ किम् ईशस् तॆ भ्रान्तवन् निष्प्रयॊजनॆ । 
छागादीनां पुरीषादॆर् वर्तुलीकरणॆन किम् ||३२||","32. Does your 'Lord', like a deluded fool, undertake to do that which is profitless? What (for instance) is the use of making the excreta, etc., of sheep, etc., round (in shape)?"
"krīḍārtheyaṁ pravṛttiś cet krīḍate kiṁ nu bālavat | 
ajasraṁ krīḍatas tasya duḥkham eva bhavaty alam ||33||","क्रीडार्थॆयं प्रव्ड़्त्तिश् चॆत् क्रीडतॆ किं नु बालवत् । 
अजस्रं क्रीडतस् तस्य दुःखम् ऎव भवत्य् अलम् ||३३||","33. If His activity (in relation to creation) be for mere diversion, then does He play like a child? To Him who plays always (thus), pain alone turns out to be the (ultimate) result in abundance."
"ajño jantur anīśo’yam ātmanaḥ sukha-duḥkhayoḥ | 
īśvara-prerito gacchet svargaṁ vā śvabhram[ narakam] eva vā ||34||","अज्ञॊ जन्तुर् अनीशॊऽयम् आत्मनः सुख-दुःखयॊः । 
ईश्वर-प्रॆरितॊ गच्छॆत् स्वर्गं वा श्वभ्रम्[ नरकम्] ऎव वा ||३४||","34. This ignorant creature (man) is powerless in regard to his own pleasures and pains. Being (unavoidably) impelled by the Lord, he may go either to paradise or to hell."
"tapta-lauhābhitāpādyair īśenālpa-sukhecchunā | 
prāṇino narake kaṣṭe bata prāṇair viyojitā ||35||","तप्त-लौहाभितापाद्यैर् ईशॆनाल्प-सुखॆच्छुना । 
प्राणिनॊ नरकॆ कष्टॆ बत प्राणैर् वियॊजिता ||३५||","35. In the hell, which is full of suffering, living creatures are alas! torn away (as it were) from their lives by means of the heat of red hot iron, etc., by the Lord, who is desirous of enjoying just a little pleasure of diversion (thus)."
"vara-pradāne śaktaś cet brahma-hatyādi-kāriṇe | 
svargaṁ dadyāt svatantraḥ syān narakaṁ soma-yājine ||36||","वर-प्रदानॆ शक्तश् चॆत् ब्रह्म-हत्यादि-कारिणॆ । 
स्वर्गं दद्यात् स्वतन्त्रः स्यान् नरकं सॊम-याजिनॆ ||३६||","36. If He is able to bestow boons (freely), He may bestow (the boon of) paradise on one who commits such (offences) as the killing of a Brahmin, and bestow hell on one who performs the soma sacrifice."
"karmānuguṇa-dātā ced īśaḥ syād akhilo janaḥ | 
dāne svāntantrya-hīnaḥ san sarveśaḥ katham ucyate ||37||","कर्मानुगुण-दाता चॆद् ईशः स्याद् अखिलॊ जनः । 
दानॆ स्वान्तन्त्र्य-हीनः सन् सर्वॆशः कथम् उच्यतॆ ||३७||","37. If He bestows gifts according to tho karmas (of Individuals), then all men may (well) be Lords (like Him). Being devoid of freedom in the matter of bestowing gifts, how is He to be called the Lord of all?"
"evaṁ naiyāyikādy-ukta-sarvajñeśa-nirākriyā | 
heyopādeya-mātrajño grāhyo buddha-munis tataḥ ||38||","ऎवं नैयायिकाद्य्-उक्त-सर्वज्ञॆश-निराक्रिया । 
हॆयॊपादॆय-मात्रज्ञॊ ग्राह्यॊ बुद्ध-मुनिस् ततः ||३८||","38. The Omniscient Lord, who is accepted by the Naiyayikas and others, is (apt to be) refuted thus. Hence the sage Buddha, who alone knows what is (morally) worthy of adoption and what worthy of rejection, has to be accepted (as a true teacher and  guide)."
"caityaṁ vandeta caityādyā dharmā buddhāgamoditāḥ | 
anuṣṭheyā na yāgādyā vedādy-āgama-coditāḥ ||39||","चैत्यं वन्दॆत चैत्याद्या धर्मा बुद्धागमॊदिताः । 
अनुष्ठॆया न यागाद्या वॆदाद्य्-आगम-चॊदिताः ||३९||","39. One should offer worship to the sanctuary. (Worship of) the sanctuary and other (such) duties, prescribed in the scriptures promulgated by the Buddha, have (all) to be performed; but not sacrifices, etc., which are taught in bhe Vedas and other (allied) scriptures."
"kriyāyāṁ devatāyāṁ ca yoge śūnya-pade kramāt | 
vaibhāṣikādayo bauddhāḥ sthitāś catvāra eva te ||40||","क्रियायां दॆवतायां च यॊगॆ शून्य-पदॆ क्रमात् । 
वैभाषिकादयॊ बौद्धाः स्थिताश् चत्वार ऎव तॆ ||४०||","40. The Bauddhas, beginning with the Vaibhasikas, take their stand (respectively) on action, on divinity, on (the practice of) meditation and mental concentration (yoga), and on nothingness. They (the Bauddhas) are only (of) four (kinds)."
