Sanskrit_Romanized,Sanskrit_Devanagri,Extended_English_Translation
"sarvajñīya-kriyodbhūta-kṣmādi-kāryopapattibhiḥ | 
īśvarāsattvam uktaṁ yan nirastaṁ pāriśeṣyataḥ ||16||","सर्वज्ञीय-क्रियोद्भूत-क्ष्मादि-कार्योपपत्तिभिः । 
ईश्वरासत्त्वम् उक्तं यन् निरस्तं पारिशेष्यतः ||१६||","16. That enunciation of the non-existence of the Lord, which has been made (by our opponent), has been (thus) disproved through (the process of) elimination, by taking into account the appropriateness of the earth, etc., being such produced effects as can be caused (only) by the activity of One who is omniscient."
"yathā vaiśeṣikeṇeśaḥ pāriśeṣyeṇa sādhitaḥ | 
tat-tarko'trānusandheyaḥ samānaṁ śāstram āvayoḥ ||17||","यथा वैशेषिकेणेशः पारिशेष्येण साधितः । 
तत्-तर्कोऽत्रानुसन्धेयः समानं शास्त्रम् आवयोः ||१७||","17. That logic by which the Vaisesika has proved the Lord God through the process of elimination -- that has to be adopted here (by us also). In this respect, both our systems are alike."
"kāla-karma-pradhānāder acaitanyāt śivo'paraḥ | 
alpajñatvāt tu jīvānāṁ grāhyaḥ sarvajña eva saḥ ||18||","काल-कर्म-प्रधानादेर् अचैतन्यात् शिवोऽपरः । 
अल्पज्ञत्वात् तु जीवानां ग्राह्यः सर्वज्ञ एव सः ||१८||","18. Because time, karma, prakrti, etc., are non-intelligent, the Lord Siva is different (from them). And because individual souls are all possessed of very limited knowledge, He (the Lord Siva) has to be accepted as no other than an Omniscient Being."
"sarvajñeśa-praṇītatvād veda-prāmāṇyam iṣyate | 
smṛty-ādīnāṁ pramāṇatvaṁ tan-mūlatvena sidhyati ||19||","सर्वज्ञेश-प्रणीतत्वाद् वेद-प्रामाण्यम् इष्यते । 
स्मृत्य्-आदीनां प्रमाणत्वं तन्-मूलत्वेन सिध्यति ||१९||","19. The authoritativeness of the Vedas is accepted, because they have been brought out by the Omniscient Lord. The authoritativeness of the Smrtis and such other (sacred writings) results from their being based upon these (Vedas)."
"śrautaṁ smārtaṁ ca yat karma yathāvad iha kurvatām | 
svargāpavargau syātāṁ hi naiva pāṣaṇḍināṁ kvacit ||20||","श्रौतं स्मार्तं च यत् कर्म यथावद् इह कुर्वताम् । 
स्वर्गापवर्गौ स्यातां हि नैव पाषण्डिनां क्वचित् ||२०||","20. Svarga (or the celestial world of enjoyment) and the final salvation of the soul's deliverance (apavarga) come only to those who faithfully perform the karmas (or works) which are ordained in in the Vedas and the Smrtis; but they (viz., svarga and apavarga) never come to the heretics anywhere."
"traiyambakādibhir mantrair api devo maheśvaraḥ | 
anuṣṭhānopayuktārtha-smārakaiḥ pratipādyate ||21||","त्रैयम्बकादिभिर् मन्त्रैर् अपि देवो महेश्वरः । 
अनुष्ठानोपयुक्तार्थ-स्मारकैः प्रतिपाद्यते ||२१||",21. The Lord Siva is described also in the Triyamloka-mantra and other such (mantras) by means of such things as are (calculated) to remind one of what is good to be adopted in the (daily) practice of religion.
"kārīrīṣṭy-artha-vṛṣṭy-ādi dṛṣṭvā svargāpavargayoḥ | 
viśvāso'dṛṣṭayoḥ kāryaḥ karaṇādyaiḥ añcitaḥ ||22||","कारीरीष्ट्य्-अर्थ-वृष्ट्य्-आदि दृष्ट्वा स्वर्गापवर्गयोः । 
विश्वासोऽदृष्टयोः कार्यः करणाद्यैः अञ्चितः ||२२||","22. It has been explained by means of reasoning and other such (aids) that, on observing among other things the shower of rain as the visible result of the performance of the sacrifice known as Kariristi, faith has to be placed in these (two) unseen things, namely, svarga (heavenly paradise) and apavarga (the final deliverance of the soul)."
"apramāṇam aśeṣaṁ ca śāstraṁ buddhādi-kalpitam | 
syād anāpta-praṇītatvād unmattānāṁ yathā vacaḥ ||23||","अप्रमाणम् अशेषं च शास्त्रं बुद्धादि-कल्पितम् । 
स्याद् अनाप्त-प्रणीतत्वाद् उन्मत्तानां यथा वचः ||२३||","23. The whole lot of the scriptures produced by Buddha and others (like him) is uuauthoritative like the language of the insane, because those scriptures have been composed by persons who were not wise and trustworthy."
"bīja-praroha-rakṣāyai vṛtiḥ kaṇṭakinī yathā | 
vedārtha-tattva-rakṣārthaṁ kṛtā tarka-mayī vṛtiḥ ||24||","बीज-प्ररोह-रक्षायै वृतिः कण्टकिनी यथा । 
वेदार्थ-तत्त्व-रक्षार्थं कृता तर्क-मयी वृतिः ||२४||","24. What the thorny hedge is for the protection of the growth of (the crops raised from) the seeds (sown in the fields), that the hedge consisting of logical reasoning is for the safeguarding of the truths expounded in the Vedas."
"pramāṇānugrāhakas tarkaḥ sa kathā-traya-saṁyutaḥ | 
vādo jalpo vitaṇḍeti tisra eva kathā matāḥ ||25||","प्रमाणानुग्राहकस् तर्कः स कथा-त्रय-संयुतः । 
वादो जल्पो वितण्डेति तिस्र एव कथा मताः ||२५||","25. Logical reasoning supports right knowledge ; and it is associated with three processes of dialectics. These dialeotic processes are understood to be only three, viz., discussion, controversy and cavil."
"ācāryeṇa tu śiṣyasya vādas tattva-bubhutsayā | 
jayaḥ parājayo nātra tau tu jalpa-vitaṇḍayoḥ ||26||","आचार्येण तु शिष्यस्य वादस् तत्त्व-बुभुत्सया । 
जयः पराजयो नात्र तौ तु जल्प-वितण्डयोः ||२६||","26. A discussion is (that which is carried on) by the student with the teacher with the object of learning the truth. Neither victory nor defeat is (the aim) here. Both these (arise as aims), however, in relation to controversy and cavil."
"vādo tu prativādī ca prāśnikasya sabhāpatiḥ | 
catvāry aṅgāni jalpasya vitaṇḍāyās tathaiva ca ||27||","वादो तु प्रतिवादी च प्राश्निकस्य सभापतिः । 
चत्वार्य् अङ्गानि जल्पस्य वितण्डायास् तथैव च ||२७||","27. In regard to controversy, as also in regard to cavil, there are four constituent requisites, viz., a disputant, a counter­disputant, a questioner, and a president of the assembly (wherein the parties carry on their dialectic contests)."
"sad-uttarāparijñānāt parājaya-bhaye sati | 
jayec chalena jātyā vā prativādo tu vādinām ||28||","सद्-उत्तरापरिज्ञानात् पराजय-भये सति । 
जयेच् छलेन जात्या वा प्रतिवादो तु वादिनाम् ||२८||","28. The counter-disputant, whenever he is in dread of defeat due to his (own) ignorance of the appropriate answer, should conquer the disputant either by (the process of) perversion or by (the pointing out of) self-confutation and other such defects (in his arguments)."
"chalaṁ jātiṁ bruvāṇasya nigraha-sthānam īrayet | 
nigraha-sthānam ity uktaṁ kathā-viccheda-kārakam ||29||","छलं जातिं ब्रुवाणस्य निग्रह-स्थानम् ईरयेत् । 
निग्रह-स्थानम् इत्य् उक्तं कथा-विच्छेद-कारकम् ||२९||","29. In regard to the person who utilises (in his arguments the process of) perversion or (the pointing out of) self-confutation, one should set up a final refutation. That which puts an end to a dialectic exposition is said to be the final refutation."
"tatropacāra-sāmānya-vāk-pūrvaṁ trividhaṁ chalam | 
caturveda-vid ity ukte kasmiṁścid vādinā dvije ||30||
kim atra citraṁ brāhmaṇye caturveda-jñatocitā | 
evaṁ sāmānya-dṛṣṭyā tu dūṣite prativādinā ||31||
veda-vākyair anekāntaṁ nigraha-sthānam apy atha | 
nava-vastro baṭuś ceti vādy-ukte tatra vāk-chalam ||32||
kuto'sya nava vāsāṁsīty ācakṣāṇasya nigrahaḥ | 
tātparya-vaiparītyena kalpitārthasya bādhanam ||33||","तत्रोपचार-सामान्य-वाक्-पूर्वं त्रिविधं छलम् । 
चतुर्वेद-विद् इत्य् उक्ते कस्मिंश्चिद् वादिना द्विजे ||३०||
किम् अत्र चित्रं ब्राह्मण्ये चतुर्वेद-ज्ञतोचिता । 
एवं सामान्य-दृष्ट्या तु दूषिते प्रतिवादिना ||३१||
वेद-वाक्यैर् अनेकान्तं निग्रह-स्थानम् अप्य् अथ । 
नव-वस्त्रो बटुश् चेति वाद्य्-उक्ते तत्र वाक्-छलम् ||३२||
कुतोऽस्य नव वासांसीत्य् आचक्षाणस्य निग्रहः । 
तात्पर्य-वैपरीत्येन कल्पितार्थस्य बाधनम् ||३३||","30-33. Of these, (the trick of) perversion is of three kinds, being based on the secondary sense of words, on their general significance, or on the (ambiguity of the) language (used by the opponent). When it is said by a disputant that a certain dvija  (or twice-born Brahmin) knows (all) the four Vedas, if the opponent finds fault with this, taking for the purpose a general view (of the situation), and says -- ""Is this anything wonderful? To be the knower of the four Vedas is quite in keeping with (his)  being a Brahmin (dvija)"" -- then, as a refutation (of this position), its over-comprehensiveness should be brought out by means of (appropriately argumentative) sentences. When a disputant gives out (for instance) ""This Vedic student is a nava-vastra (one who has a new cloth)"", there would be verbal perversion (in the controversy) there, if the speaker is refuted (by his opponent) by saying ""Where are the nine cloths of this (student)?"" (by interpreting nava as nine instead of new). By reason of its being opposed to the intended purport (of the speaker, this sort of reply) stultifies the meaning aimed at (by him)."
"svasya vyāghātakaṁ vākyaṁ dūṣaṇa-kṣamam eva vā | 
uttaraṁ jātir ity āhuḥ caturviṁśati-bheda-bhāk ||34||","स्वस्य व्याघातकं वाक्यं दूषण-क्षमम् एव वा । 
उत्तरं जातिर् इत्य् आहुः चतुर्विंशति-भेद-भाक् ||३४||","34 . An argument which is destructive of one's own (position), or a reply which is well capable of being found fault with -- that is self-confutation. This consists of twenty-four varieties."
"caturviṁśati-jātīnāṁ prayoktuḥ prativādinaḥ | 
vaktavyaṁ nigraha-sthānam asad-uttara-vādinaḥ ||35||","चतुर्विंशति-जातीनां प्रयोक्तुः प्रतिवादिनः । 
वक्तव्यं निग्रह-स्थानम् असद्-उत्तर-वादिनः ||३५||","35. Where a counter-disputant employs the twenty-four kinds of (arguments leading to) self-confutation and thus gives erroneous answers, what has to be urged (to put him down) is final refutation."
"yathā sādharmya-vaidharmyāt samotakarṣāpakarṣataḥ | 
varṇyāvarṇya-vikalpāś ca prāpty-aprāptīti sādhyatāḥ ||36||
prasaṅga-pratidarśanānupapattiś ca saṁśayaḥ | 
arthāpatty-aviśeṣau ca hetu-prakaraṇāhvayau ||37||
kāryopalabdhy-anupalabdhi-nityānityāś ca jātayaḥ | 
sāmyāpādaka-hetutvāt samatā-jātayo matāḥ ||38||","यथा साधर्म्य-वैधर्म्यात् समोतकर्षापकर्षतः । 
वर्ण्यावर्ण्य-विकल्पाश् च प्राप्त्य्-अप्राप्तीति साध्यताः ||३६||
प्रसङ्ग-प्रतिदर्शनानुपपत्तिश् च संशयः । 
अर्थापत्त्य्-अविशेषौ च हेतु-प्रकरणाह्वयौ ||३७||
कार्योपलब्ध्य्-अनुपलब्धि-नित्यानित्याश् च जातयः । 
साम्यापादक-हेतुत्वात् समता-जातयो मताः ||३८||","36-38. The various kinds of self-confutation are (dependent upon) what follow : likeness, unlikeness, equality, superiority, inferiority, describability and indeseribability, alternative supposition, applicability, inapplicability, and the process of accomplishing the end in view, incident, counter-illustration, ineffectiveness, doubt, presumption from circumstances, uniformity, and what are called logical proof and inconclusive argument, action, perceptibility, the invariable and the variable. Since these happen to be the means of giving rise to (the sense of) sameness (in relation to both the sides of an argument), they are (also) known as the (different) kinds of 'sameness' (in dialectics)."
"sad-uttarāparijñāne syād ekānta-parājayaḥ | 
evaṁ jalpa-vitaṇḍābhyāṁ veda-bāhyān nirasya tu ||39||
vedaika-vihitaṁ karma kuryād īśvara-tṛptaye | 
tat-prasādāpta-yogena mumukṣur mokṣam āpnuyāt ||40||","सद्-उत्तरापरिज्ञाने स्याद् एकान्त-पराजयः । 
एवं जल्प-वितण्डाभ्यां वेद-बाह्यान् निरस्य तु ||३९||
वेदैक-विहितं कर्म कुर्याद् ईश्वर-तृप्तये । 
तत्-प्रसादाप्त-योगेन मुमुक्षुर् मोक्षम् आप्नुयात् ||४०||","39-40. When there is complete ignorance of the right answers (to be given in an argument), absolute defeat will be the result. Accordingly, (even) by means of controversy and cavil, one has to refute those who are outside the pale of the Vedas,  and then, for the purpose of satisfying the Lord God, one has to perform only such works as are enjoined in the Vedas. By means of the power of yoga (meditation and mental concentration) obtained through His grace, he, who is desirous of obtaining the final deliverance of his soul, will obtain (that) deliverance."
"nityānandānubhūtiḥ syān mokṣe tu viṣayād ṛte | 
varaṁ vṛndāvane ramye śṛgālatvaṁ vṛṇomy aham ||41||
vaiśeṣikokta-mokṣāt tu sukha-leśa-vivarjitāt | 
yo veda-vihitair yajñair īśvarasya prasādataḥ ||42||
mūrcchām icchati yatnena pāṣāṇavad avasthitim | 
mokṣo hi hari-bhaktyāpta-yogeneti puroditaḥ ||43||","नित्यानन्दानुभूतिः स्यान् मोक्षे तु विषयाद् ऋते । 
वरं वृन्दावने रम्ये शृगालत्वं वृणोम्य् अहम् ||४१||
वैशेषिकोक्त-मोक्षात् तु सुख-लेश-विवर्जितात् । 
यो वेद-विहितैर् यज्ञैर् ईश्वरस्य प्रसादतः ||४२||
मूर्च्छाम् इच्छति यत्नेन पाषाणवद् अवस्थितिम् । 
मोक्षो हि हरि-भक्त्याप्त-योगेनेति पुरोदितः ||४३||","41-43. In the condition of final release there will be the experience of eternal bliss without (any perception whatsoever of) sense-objects. I choose to be a fox in beautiful Brndavana in preference to that altogether blissless salvation of soul-deliverance, which has been taught by the Vaisesika, who, by means of the sacrifices prescribed in the Vedas and by means of the grace of the Lord, wishes to attain with great effort the (altogether feelingless) state of a swoon, a condition of existence similar to that of a stone. Indeed, it has been already stated that the final delivarance (of the soul) results from that yoga, which is the outcome of loving devotion directed to Hari (or the God Visnu)."
"aṣṭāv aṅgāni yogasya yamo'tha niyamas tathā | 
āsanaṁ pavanāyāmaḥ pratyāhāro'tha dhāraṇam | 
dhyānaṁ samādhir ity evaṁ tat sāṅkhyo vistariṣyati ||44||","अष्टाव् अङ्गानि योगस्य यमोऽथ नियमस् तथा । 
आसनं पवनायामः प्रत्याहारोऽथ धारणम् । 
ध्यानं समाधिर् इत्य् एवं तत् साङ्ख्यो विस्तरिष्यति ||४४||","44. Yoga has eight essential constituents, namely, internal self-restraint, external restraint of conduct, assumption of postures, controlling of the breath, drawing the senses into the mind within, and sustained attention, and intense meditation, and self-realisation. The Sankhya will explain these at length."
